"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
25,2,"y","Associates","no","yes","Building and Construction",4,"20%",1,2,2,2,2,2,4,4,2,3,4,1,1,1,1,5,2,2,5,2,1,5,3,4,3,2,2,5,1,1,1,1,1,1,1,1,2,2,1,1
25,2,"y","Bachelors","no","yes","Manufacturing",2,"20%",4,2,2,4,2,2,4,4,3,4,4,1,3,4,5,4,2,1,4,2,4,4,4,3,4,3,4,3,1,1,3,3,2,2,2,2,2,4,2,2
25,2,"y","Masters","no","no","Other",3,"30%",3,5,5,3,5,5,1,3,3,3,3,3,1,3,5,3,1,3,3,1,5,5,5,5,3,1,1,1,5,3,3,1,5,3,5,5,3,5,3,3
26,2,"y","Masters","no","no","Other",4,"50%",1,2,2,4,3,3,3,4,2,3,2,1,1,1,4,4,2,4,4,3,2,4,3,4,4,3,3,4,3,4,3,3,4,4,4,3,2,2,3,3
26,2,"n","none","no","yes","Building and Construction",5,"10%",4,2,4,2,2,4,4,2,1,2,5,2,2,4,2,4,4,2,4,1,5,5,5,5,2,1,1,4,4,2,4,4,4,4,5,2,2,4,2,2
26,2,"n","Bachelors","no","yes","Other",4,"40%",4,3,5,4,4,4,3,2,3,1,5,4,5,4,4,3,2,2,2,1,4,5,5,5,3,3,2,3,1,3,4,5,5,4,5,4,5,5,4,4
26,2,"n","Bachelors","no","yes","Consulting",4,"50%",3,2,2,3,2,2,3,2,2,2,4,3,2,3,3,2,3,2,3,2,4,4,4,4,3,3,2,3,2,3,3,3,2,2,4,2,4,4,2,2
26,2,"n","Bachelors","no","yes","Financial",5,"30%",5,4,4,3,3,4,4,2,1,1,5,3,3,3,2,3,1,2,4,1,5,5,5,5,4,3,3,2,3,2,4,3,4,2,2,4,2,4,4,1
26,2,"n","Associates","no","yes","Non-Profit",5,"40%",3,3,4,4,2,3,4,5,2,3,5,3,5,3,5,2,2,1,4,3,4,5,4,4,4,2,2,1,1,3,3,4,4,4,2,1,3,3,2,2
26,2,"n","Bachelors","no","yes","Technology",5,"40%",5,4,4,3,3,4,3,2,2,2,3,2,2,4,2,2,3,2,4,2,1,4,4,2,5,4,4,4,4,4,2,2,3,3,3,3,4,3,3,3
26,2,"n","Bachelors","no","yes","Other",3,"40%",4,2,2,3,2,3,4,4,2,2,3,1,1,4,2,5,3,4,4,4,4,3,3,3,4,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2
26,2,"n","none","no","yes","Other",3,"30%",4,4,4,5,5,4,3,3,1,1,5,3,4,4,5,3,1,2,1,1,2,5,5,5,1,1,1,2,1,1,5,4,4,4,4,2,3,4,4,2
26,2,"n","none","no","yes","Other",3,"60%",4,4,5,4,5,5,3,3,1,1,4,4,2,3,3,2,2,2,2,3,4,5,5,5,3,3,2,4,1,4,5,4,1,2,3,3,4,3,2,3
26,2,"y","Masters","no","yes","Financial",3,"50%",4,4,5,3,4,4,2,2,1,4,2,1,2,3,3,4,2,2,4,3,2,4,3,3,4,3,3,5,3,4,3,2,3,2,3,2,3,3,2,1
26,2,"y","Associates","no","yes","Non-Profit",3,"40%",4,2,4,3,3,4,4,4,2,1,4,2,3,4,3,4,2,2,4,2,3,5,4,5,4,2,2,4,1,3,4,3,3,3,4,2,3,3,2,2
26,2,"y","Masters","no","yes","Non-Profit",2,"40%",5,4,2,2,3,3,3,5,1,2,5,5,3,5,2,1,1,1,3,1,3,5,5,5,3,3,3,3,2,1,1,1,1,1,1,3,4,4,1,1
26,2,"y","Associates","no","yes","Non-Profit",2,"30%",4,4,4,2,4,5,2,3,1,1,4,1,4,4,2,5,4,3,4,1,4,5,5,4,3,2,2,2,2,2,4,4,4,3,5,4,4,4,2,2
26,2,"y","Masters","no","yes","Non-Profit",2,"50%",5,5,4,4,4,5,2,2,1,3,4,4,4,5,4,2,2,2,2,1,1,4,4,4,5,4,2,5,5,5,3,3,4,4,4,4,4,3,3,3
26,2,"y","Bachelors","no","no","Web Tech",2,"30%",2,4,4,2,4,4,2,2,1,1,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,3,4,4,2,4,2,4,4,2,4
26,2,"y","Associates","no","no","Web Tech",2,"20%",2,4,4,4,3,4,2,3,1,1,1,4,4,2,4,2,3,3,2,5,5,5,5,4,4,4,1,3,3,3,2,4,3,3,3,3,4,3,3,3
27,1,"y","Associates","yes","no","Technology",8,"60%",2,3,4,4,4,4,3,3,3,4,2,2,2,2,4,4,3,4,4,2,5,5,5,5,2,1,1,1,1,1,4,4,5,5,5,4,5,5,4,4
27,1,"n","Masters","no","yes","Technology",9,"60%",5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
27,2,"n","Bachelors","no","no","Technology",5,"70%",3,4,4,3,3,3,3,2,3,3,3,3,2,3,2,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3
27,2,"n","none","yes","no","Sales",2,"20%",4,3,3,3,5,4,3,4,4,1,5,5,2,4,2,2,3,2,2,1,4,5,5,5,2,1,1,4,1,1,4,5,4,2,2,1,2,4,5,3
27,2,"n","Associates","yes","yes","Insurance",2,"30%",5,4,4,4,3,4,2,2,1,2,4,4,4,5,4,2,2,1,2,2,4,5,5,4,3,2,2,2,1,2,4,3,4,3,3,2,4,4,3,3
27,2,"n","none","yes","yes","Sales",4,"50%",4,4,5,4,4,4,1,2,1,1,4,4,4,4,4,1,1,1,1,1,5,5,5,5,2,1,1,1,1,1,4,4,3,1,2,4,3,3,2,2
27,2,"n","none","yes","no","Insurance",2,"30%",4,4,3,3,5,4,2,3,2,1,5,3,2,4,3,4,2,2,4,1,5,5,5,5,2,2,2,1,1,2,4,4,4,2,4,2,4,4,2,3
27,2,"n","Bachelors","yes","no","Insurance",2,"30%",4,4,5,4,3,4,2,4,1,1,4,4,1,4,3,2,2,2,2,1,5,4,3,5,2,4,2,2,1,1,4,3,4,3,5,4,4,4,3,3
27,2,"n","Masters","yes","yes","Engineer",3,"30%",4,4,4,4,4,4,3,3,4,3,5,4,2,4,4,2,2,4,2,2,3,3,5,3,5,5,5,5,4,5,4,4,4,3,2,4,4,4,3,3
27,2,"n","Masters","yes","yes","Technology",4,"50%",4,5,4,3,4,5,2,2,3,5,4,4,4,3,3,1,3,2,2,1,5,5,5,5,3,2,2,2,2,2,3,4,4,4,3,5,4,4,3,3
27,2,"n","none","yes","no","Retail",2,"10%",4,3,4,5,3,5,4,3,2,3,5,5,2,2,3,2,4,1,2,4,1,5,5,4,3,3,2,2,1,2,3,4,3,2,5,5,5,4,3,2
27,2,"n","none","yes","no","Retail",2,"20%",4,4,3,4,2,3,4,2,2,2,4,4,3,4,3,2,2,2,2,2,2,4,4,4,3,2,2,2,2,3,3,4,3,2,3,2,2,2,2,2
27,2,"y","Bachelors","yes","yes","Restaurant",3,"10%",2,4,3,3,2,3,3,3,2,2,2,4,3,2,4,3,2,4,2,4,4,4,4,4,5,1,3,3,3,3,4,5,2,4,4,4,4,4,2,1
27,2,"y","Associates","yes","yes","Building and Construction",3,"10%",3,4,4,4,4,3,4,4,2,2,5,4,3,4,3,4,3,3,4,1,5,5,5,5,4,3,1,4,1,3,4,4,4,4,4,3,2,4,3,3
27,2,"y","Bachelors","yes","yes","Nurse",2,"20%",4,3,2,2,4,5,3,3,1,2,4,2,4,4,3,2,2,1,2,2,5,4,4,4,2,2,2,1,1,2,4,4,4,3,4,2,2,5,3,3
27,2,"y","Associates","yes","no","Restaurant",2,"20%",4,5,4,5,5,5,2,2,1,2,4,4,3,4,4,1,2,1,2,1,4,5,4,5,2,1,1,2,1,1,4,5,4,2,3,2,4,4,3,2
27,2,"y","Bachelors","no","no","Retail",1,"40%",3,4,3,4,4,5,4,4,2,3,5,5,2,3,3,2,2,1,1,4,1,5,5,4,3,4,3,2,1,3,3,4,5,4,5,5,5,5,3,2
28,2,"y","Masters","no","yes","Manufacturing",4,"30%",4,3,3,4,4,4,1,1,1,1,2,3,4,4,4,3,2,4,3,2,4,5,5,5,3,2,2,4,2,4,4,4,3,4,4,4,4,4,3,3
28,2,"n","none","no","yes","Sales",3,"20%",2,2,2,4,3,3,3,4,1,2,4,2,3,4,2,4,2,2,4,2,4,4,4,3,3,2,2,4,2,2,3,2,2,2,2,2,2,4,1,1
28,2,"n","none","no","yes","Retail",3,"10%",4,4,3,4,4,4,3,2,1,2,2,2,1,3,4,5,2,4,4,2,3,3,4,4,4,3,4,4,2,2,5,5,4,3,3,4,4,4,3,3
28,2,"n","Associates","no","no","Sales",2,"20%",3,4,3,4,4,3,4,4,1,1,4,5,3,3,3,1,3,3,1,4,4,5,5,4,3,3,2,2,1,2,5,5,3,4,4,3,2,3,3,3
28,2,"n","Associates","no","yes","Sales",3,"30%",2,4,4,3,4,4,3,3,2,3,3,2,1,1,2,4,4,4,4,4,4,5,5,5,2,1,1,2,1,2,3,3,4,3,2,3,2,2,3,2
28,2,"n","none","no","no","Sales",2,"20%",4,3,3,4,4,3,4,2,2,2,3,3,4,4,4,2,2,4,4,3,4,4,4,4,2,2,2,4,1,4,4,4,3,2,2,2,3,4,2,2
28,2,"n","none","no","no","Health Care",2,"20%",4,3,3,4,3,4,4,4,1,1,4,3,3,4,4,2,2,1,4,2,3,5,5,4,4,3,2,3,1,2,2,3,3,2,2,3,3,3,3,1
28,2,"n","none","no","no","Sales",2,"20%",4,3,3,4,3,4,3,2,2,2,4,4,3,4,2,3,3,2,3,2,4,4,4,4,2,2,2,4,2,3,4,4,5,4,4,4,5,5,3,3
28,2,"y","Associates","yes","no","Business Manager",3,"50%",4,4,4,3,4,4,1,2,1,2,4,4,4,4,3,2,2,2,2,1,4,5,4,4,4,2,2,3,1,2,3,3,4,4,4,3,4,4,4,4
28,2,"y","Associates","no","no","Restaurant",4,"30%",3,4,4,3,4,4,3,3,2,2,3,2,2,2,2,4,4,4,4,3,4,4,4,4,2,2,2,3,2,2,4,4,4,3,4,3,4,4,2,2
28,2,"y","Masters","yes","no","Technology",4,"50%",3,3,4,4,3,4,2,3,1,1,3,2,1,3,3,5,2,2,4,3,5,5,5,5,3,2,2,1,1,2,4,4,4,4,4,3,3,4,2,2
28,2,"y","Masters","yes","no","Non-Profit",2,"50%",4,4,3,4,4,3,1,2,2,2,4,4,4,4,4,2,2,2,2,2,4,5,4,4,3,1,2,3,1,2,4,4,4,4,4,4,4,4,2,3
28,2,"y","Bachelors","no","no","Office Manager",3,"50%",4,4,3,5,2,4,2,1,2,4,2,2,2,4,5,3,1,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4
28,2,"y","Associates","yes","no","Call Center",3,"30%",3,4,2,3,3,3,4,4,4,2,5,3,4,3,2,3,4,2,4,1,3,4,5,3,4,2,2,4,2,2,1,2,2,2,4,3,4,3,2,1
28,2,"y","Masters","no","no","Nurse",2,"10%",4,3,2,4,4,4,4,3,2,1,3,3,4,4,4,3,2,4,2,2,2,4,4,4,2,2,2,4,1,2,4,4,3,2,2,2,3,4,2,2
28,2,"y","Bachelors","no","yes","Building ",4,"40%",1,5,5,5,5,3,3,3,1,1,5,5,1,1,5,1,1,1,1,3,5,1,3,3,1,1,1,1,3,5,3,3,5,5,5,3,3,1,3,3
28,2,"y","Bachelors","no","yes","Sales",4,"30%",2,1,2,3,2,2,4,4,2,2,3,3,2,2,3,2,3,2,2,3,4,5,5,5,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2
28,2,"y","Masters","no","yes","Engineer",3,"30%",4,4,4,4,4,5,2,2,2,1,3,3,4,4,4,3,2,3,2,5,2,4,4,4,3,3,2,2,1,3,4,3,3,4,4,4,3,4,4,4
28,2,"y","Bachelors","yes","yes","Banking",3,"10%",4,4,4,4,5,3,3,3,1,1,5,3,3,3,4,2,2,1,2,2,5,5,4,4,3,2,2,2,2,2,3,2,4,3,4,2,4,4,2,1
28,2,"y","Masters","yes","yes","Insurance",4,"50%",3,4,4,4,3,4,2,2,5,2,3,3,2,3,3,2,2,3,3,3,3,4,4,3,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4
28,2,"y","Bachelors","no","no","Construction",7,"60%",3,2,2,3,2,2,4,4,1,2,4,3,2,3,3,2,3,2,2,4,4,4,4,4,2,2,2,3,1,4,4,4,4,2,4,2,4,4,2,2
28,2,"y","Masters","yes","yes","Insurance",3,"20%",5,5,5,5,3,4,3,3,2,2,4,4,2,4,4,2,2,1,3,2,4,5,5,5,2,3,3,3,1,3,2,2,2,2,5,3,4,4,2,2
28,2,"y","Associates","yes","yes","Web Tech",3,"10%",3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,2,2,3,3,4,4,4,4,3,2,2,3,2,2,3,3,2,3,3,2,2,3,1,2
29,1,"y","Associates","no","yes","Manufacturing",8,"40%",4,2,4,4,3,3,2,2,2,1,5,4,4,4,4,1,2,2,3,3,5,5,5,5,2,1,1,2,2,2,4,2,2,2,2,3,2,4,1,4
29,1,"y","Associates","no","yes","Technology",8,"60%",2,2,4,3,3,4,4,4,1,1,4,4,3,2,3,2,2,4,4,2,5,4,5,4,3,2,2,1,1,3,3,4,4,2,2,4,3,4,3,3
29,1,"y","Bachelors","no","yes","Financial",8,"50%",4,4,2,4,2,3,4,2,1,2,4,4,2,4,3,2,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,3,4,2,4,4,4,4,2,2
29,2,"n","none","no","yes","Sales",9,"20%",4,4,3,3,5,4,1,3,1,1,5,3,3,5,5,3,1,1,1,2,5,5,5,5,1,1,2,4,1,3,1,1,3,1,3,2,5,4,2,1
29,2,"n","none","no","yes","Teacher",3,"20%",2,2,2,4,2,3,4,4,4,2,2,2,2,2,2,4,2,4,2,4,4,5,4,5,2,2,3,2,2,2,4,4,3,2,2,2,2,2,2,2
29,2,"n","Bachelors","yes","yes","Banking",3,"10%",3,3,2,3,3,4,3,3,2,1,3,3,4,3,2,3,3,2,3,3,5,5,5,5,3,2,2,2,2,2,3,3,3,4,3,3,4,4,4,3
29,2,"n","Bachelors","no","yes","Office Manager",2,"10%",3,2,3,1,4,3,3,3,3,2,3,3,2,3,4,4,1,4,3,5,4,4,3,4,3,1,1,1,1,2,3,3,1,1,1,1,1,2,1,1
29,2,"n","none","no","no","Teacher",4,"40%",5,4,3,4,2,3,2,1,1,3,5,5,5,5,4,1,1,1,1,2,2,5,3,4,3,2,2,2,4,3,5,5,5,3,4,4,2,3,2,1
29,2,"n","none","yes","no","Health Care",3,"20%",4,4,3,4,4,4,3,2,1,1,4,4,3,3,4,2,2,1,3,3,4,5,5,4,3,2,2,3,2,2,5,4,4,3,4,3,4,3,3,2
29,2,"n","none","no","no","Sales",8,"20%",4,3,3,4,3,3,3,3,3,1,3,2,5,4,4,3,2,4,3,2,4,5,5,4,4,3,1,2,1,2,3,4,4,3,4,4,4,5,3,4
29,2,"n","none","yes","no","Insurance",7,"50%",4,4,4,4,3,4,2,2,3,1,3,2,1,4,4,5,2,4,5,1,5,4,5,4,2,2,2,3,1,1,3,3,3,3,4,3,4,4,3,3
29,2,"n","none","no","no","Health Care",2,"40%",5,4,4,4,3,3,3,3,1,1,5,5,5,5,4,2,2,2,3,2,4,5,4,4,3,3,3,3,2,3,4,4,3,3,2,3,3,4,2,2
29,2,"y","Masters","no","yes","Sales",5,"70%",3,4,4,3,4,5,3,4,1,1,4,3,3,3,4,3,2,1,3,1,2,5,5,5,3,1,5,4,4,2,3,3,3,2,3,3,5,4,4,4
29,2,"y","Bachelors","no","no","Nurse",3,"50%",5,2,2,4,2,2,3,2,3,3,4,4,1,5,4,2,1,2,2,1,4,5,5,5,1,1,1,1,1,1,3,2,4,2,3,3,2,5,2,3
29,2,"y","Bachelors","no","yes","Sales",5,"50%",4,2,2,3,2,3,4,2,2,2,4,2,3,4,3,4,2,2,4,2,4,4,5,4,4,4,3,2,1,2,2,2,3,1,2,2,3,3,1,1
29,2,"y","Bachelors","yes","no","Banking",3,"10%",4,2,2,2,4,4,4,2,4,1,4,1,4,4,2,5,4,1,4,1,5,5,5,4,2,1,1,1,1,2,4,4,2,1,1,1,2,1,2,1
29,2,"y","Associates","no","no","Office Manager",3,"10%",5,4,4,3,4,4,3,3,3,1,4,3,2,4,3,4,2,1,3,1,3,3,4,4,3,2,1,3,2,3,4,4,4,3,5,5,4,4,3,3
29,2,"y","Bachelors","no","no","Other",5,"50%",4,4,4,2,4,5,4,4,1,1,2,4,4,4,3,2,2,3,4,2,5,5,5,5,1,1,1,3,1,2,4,4,3,4,3,4,3,3,3,2
29,2,"y","Masters","no","no","Health Care",8,"10%",4,4,4,3,4,4,2,2,1,2,4,4,2,4,2,2,2,2,2,1,4,4,4,3,4,2,2,4,2,2,2,2,4,2,2,2,4,3,1,1
30,1,"y","Bachelors","yes","yes","Construction",7,"20%",5,4,5,5,5,5,2,2,1,1,5,4,3,4,4,2,1,1,3,2,4,5,5,2,2,2,2,4,2,4,3,3,4,5,4,4,4,4,3,4
30,1,"y","Bachelors","yes","no","Banking",3,"10%",4,4,3,3,4,4,2,3,2,1,3,4,4,4,3,2,2,3,2,2,4,4,5,5,3,2,2,2,1,2,4,4,4,2,4,3,4,4,4,2
30,1,"y","Bachelors","yes","no","Non-Profit",7,"30%",4,4,4,4,4,5,2,2,2,1,3,3,2,4,3,3,1,3,3,3,3,4,3,3,4,2,2,3,1,1,4,4,4,4,4,3,4,5,3,4
30,1,"y","Bachelors","no","no","Other",8,"50%",5,4,4,5,4,4,2,2,1,1,5,5,5,5,5,1,1,1,1,2,4,5,5,4,2,2,2,2,1,2,4,5,4,4,5,3,5,4,4,5
30,1,"y","Bachelors","yes","no","Consulting",4,"40%",2,2,2,3,3,3,4,4,2,2,3,2,2,2,2,4,3,3,4,2,4,5,4,4,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2
30,1,"y","Associates","yes","no","Retail",4,"40%",2,2,2,2,2,2,4,4,1,1,2,2,2,2,2,2,4,4,4,4,1,5,5,5,1,1,1,1,1,1,5,5,2,1,2,2,2,2,1,1
30,1,"y","Associates","yes","no","Non-Profit",4,"40%",3,3,2,2,4,2,3,3,1,2,3,2,2,2,2,4,4,3,4,2,4,4,4,3,2,1,1,2,4,1,5,4,3,2,4,2,4,5,3,2
30,1,"y","Associates","yes","no","Construction",3,"30%",2,2,1,1,1,1,4,4,4,2,2,2,2,2,2,4,4,4,4,5,2,4,4,4,2,2,2,2,1,1,4,5,2,1,1,1,1,2,1,1
30,1,"y","Bachelors","yes","no","Building and Construction",4,"30%",5,5,5,4,4,4,2,3,5,1,4,4,4,5,4,2,2,1,2,1,4,3,4,3,3,1,1,4,5,1,5,5,4,4,4,4,4,4,3,3
30,2,"n","none","yes","no","Retail",4,"20%",3,4,2,2,5,4,4,4,1,2,5,2,1,3,4,2,2,2,3,2,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4
30,2,"n","Bachelors","yes","yes","Marketing",5,"50%",3,2,2,3,2,4,4,3,2,5,4,2,1,3,3,3,2,2,4,4,3,4,5,3,3,2,2,2,2,2,3,2,2,1,2,2,3,3,2,1
30,2,"n","Bachelors","yes","no","Web Tech",2,"40%",2,4,4,2,3,4,4,2,1,2,4,2,2,2,4,4,3,3,4,2,5,5,5,5,2,4,2,2,1,2,4,4,4,3,2,2,2,2,2,2
30,2,"n","Bachelors","yes","no","Web Tech",3,"10%",4,4,4,5,4,4,3,3,2,1,5,5,5,4,4,2,2,2,2,1,4,4,4,4,2,2,2,2,2,2,5,5,3,3,4,4,4,4,4,4
30,2,"n","Bachelors","no","no","Technology",4,"60%",3,2,2,2,4,3,4,3,4,4,4,2,2,3,2,3,4,4,4,4,4,4,5,5,1,1,1,4,1,4,4,4,2,2,2,2,2,4,4,1
30,2,"n","Bachelors","yes","no","Restaurant",4,"40%",2,3,3,4,3,4,4,2,2,1,4,2,1,2,2,3,2,2,4,4,4,5,5,4,3,3,2,2,1,1,4,2,3,4,4,1,4,5,3,3
30,2,"n","Bachelors","yes","no","Nurse",5,"50%",5,4,4,4,4,4,2,3,1,1,5,5,4,4,5,1,1,2,2,2,5,5,5,5,2,2,2,2,2,3,3,3,3,4,3,3,4,4,4,4
30,2,"n","Bachelors","yes","no","Health Care",4,"10%",3,2,2,2,2,2,4,4,3,2,3,3,3,3,2,3,4,3,3,3,3,4,4,4,4,3,3,4,2,3,3,3,2,2,2,2,2,2,2,2
30,2,"n","Bachelors","yes","yes","Business Manager",3,"30%",3,2,2,3,2,2,5,4,3,3,4,3,2,3,2,2,3,2,4,3,3,4,4,3,4,2,2,2,2,3,3,3,2,2,2,2,3,2,2,1
30,2,"n","Bachelors","yes","yes","Health Care",2,"40%",4,3,2,4,2,4,3,1,2,2,4,4,2,3,4,1,1,2,2,2,4,5,5,5,3,2,2,3,2,4,4,4,4,4,4,2,3,4,2,2
30,2,"n","Bachelors","yes","yes","Marketing",2,"40%",4,4,3,3,3,4,3,2,1,2,4,4,4,4,3,2,2,2,2,2,3,4,4,3,3,4,3,3,1,4,4,3,2,2,2,2,2,2,2,2
30,2,"n","Bachelors","no","yes","Sales",7,"60%",3,4,3,5,3,3,4,2,1,1,5,2,1,3,3,5,1,1,3,1,1,5,5,4,4,2,2,2,5,3,1,1,3,1,1,1,1,1,1,1
30,2,"n","none","no","yes","Restaurant",7,"70%",5,5,5,3,5,5,1,3,1,5,3,3,1,1,1,3,5,3,4,5,1,1,3,1,4,3,3,3,5,3,5,3,4,3,5,3,5,4,3,4
30,2,"n","none","no","no","Sales",7,"40%",2,4,3,2,2,3,3,3,2,3,3,2,1,2,3,4,3,3,2,2,2,4,4,3,4,4,4,3,2,3,4,4,3,2,3,3,4,4,4,4
30,2,"n","none","no","yes","Retail",5,"40%",5,2,2,3,3,3,3,4,2,1,4,2,4,4,3,4,2,2,3,1,3,4,5,4,4,3,3,3,1,2,3,4,3,2,2,2,2,4,2,2
30,2,"n","none","no","yes","Sales",6,"30%",4,4,2,5,2,2,4,4,4,2,3,3,1,2,4,4,2,4,4,2,3,5,5,3,3,3,4,4,1,4,1,1,1,1,2,4,1,1,1,1
30,2,"n","none","no","no","Sales",6,"30%",4,2,4,3,2,4,4,4,2,3,4,2,2,4,2,4,4,2,2,4,4,4,2,3,4,2,3,2,2,4,4,4,2,2,4,2,3,2,2,2
30,2,"n","Bachelors","no","no","Marketing",2,"40%",5,4,4,4,4,4,3,3,2,2,4,4,4,4,4,2,2,2,2,2,4,5,4,1,3,2,3,3,2,3,3,3,3,3,3,4,4,4,3,3
30,2,"n","none","no","no","Sales",6,"50%",4,4,4,4,3,3,3,3,2,2,4,3,3,4,4,3,2,2,4,2,5,5,5,4,4,2,2,2,2,3,3,3,3,1,3,4,4,2,1,2
30,2,"y","Bachelors","no","yes","Sales",6,"40%",4,4,3,3,4,4,2,4,2,5,4,4,1,4,2,3,2,2,4,4,3,5,5,5,2,2,2,3,2,1,4,2,2,1,2,1,4,3,1,1
30,2,"y","Associates","no","yes","Web Tech",6,"40%",1,2,4,4,4,4,1,1,1,1,2,1,1,1,2,5,1,3,5,2,5,5,5,5,2,1,1,2,1,2,3,4,2,2,5,3,5,5,5,4
30,2,"y","Bachelors","yes","yes","Sales",7,"40%",5,5,5,5,5,5,3,3,1,1,4,4,3,3,4,3,1,3,3,1,3,5,5,5,3,1,1,3,3,3,4,4,4,3,3,3,4,4,4,3
30,2,"y","Bachelors","no","yes","Day Care",5,"20%",5,5,5,4,4,5,2,2,1,1,5,5,5,5,4,1,2,1,1,1,4,5,5,5,2,2,1,2,2,2,5,5,4,4,4,5,5,4,4,2
30,2,"y","Associates","no","no","Sales",2,"10%",4,3,3,4,3,4,3,2,3,2,4,2,2,4,4,3,2,2,4,3,2,4,4,4,4,3,3,4,3,4,3,2,3,2,4,2,2,2,4,2
30,2,"y","Bachelors","no","yes","Nurse",3,"10%",5,5,5,4,5,5,1,1,1,1,4,4,5,5,4,2,2,2,2,1,3,4,5,5,2,1,1,1,1,1,5,5,5,3,3,3,4,4,4,2
30,2,"y","Associates","no","no","Day Care",4,"20%",5,5,5,5,5,5,3,2,1,2,5,5,5,5,3,1,3,1,1,1,1,5,5,5,2,2,2,3,4,3,3,5,5,3,3,5,5,4,3,1
30,2,"y","Bachelors","no","yes","Teacher",4,"50%",4,4,2,4,4,3,4,4,2,4,4,4,2,5,2,2,3,1,1,2,5,5,5,5,1,2,2,2,2,1,5,5,3,2,5,5,4,5,4,2
30,2,"y","Masters","yes","no","Nurse",3,"10%",4,2,2,4,4,3,4,4,2,4,5,5,2,5,2,2,4,2,2,4,5,5,5,5,2,2,2,2,1,2,5,5,2,2,5,5,3,4,4,2
30,3,"y","Bachelors","no","no","Sales",3,"30%",1,4,4,2,2,2,2,2,2,2,1,1,1,1,2,5,4,5,5,2,2,2,4,2,4,4,4,4,1,4,2,2,2,2,4,2,4,4,2,2
31,1,"n","none","no","yes","Health Care",2,"10%",3,4,4,3,4,3,3,4,2,1,3,3,2,3,2,3,3,3,3,3,5,4,5,5,3,2,1,4,2,3,5,5,5,5,4,3,3,3,3,4
31,1,"n","none","no","yes","Day Care",4,"20%",5,3,4,4,3,3,2,1,1,1,4,5,5,5,3,1,3,2,2,1,5,5,5,4,2,1,1,1,1,1,4,4,4,3,4,3,5,5,2,2
31,1,"n","Bachelors","no","yes","Technology",3,"40%",4,3,3,4,3,3,3,3,2,2,4,4,4,4,4,2,2,2,2,2,3,3,4,4,2,2,2,2,2,2,3,3,3,2,3,3,4,3,2,2
31,1,"n","Bachelors","no","yes","Technology",5,"30%",4,4,4,3,4,4,2,2,1,1,4,3,3,4,4,1,1,2,3,3,3,4,5,5,3,1,1,2,2,1,4,4,2,2,1,2,3,5,1,3
31,1,"n","Bachelors","no","yes","Consulting",3,"50%",2,5,4,3,4,5,2,3,1,1,3,2,1,2,2,4,4,3,4,1,5,5,5,5,1,1,1,3,1,1,5,4,5,5,5,4,5,5,3,4
31,1,"n","none","no","yes","Banking",3,"10%",4,5,4,4,3,4,1,2,1,1,4,3,4,5,4,4,1,1,1,2,3,4,4,4,2,2,2,3,2,2,4,3,3,2,4,2,4,4,2,3
31,1,"n","none","no","no","Banking",3,"10%",4,4,4,4,3,4,2,3,1,1,3,2,2,4,4,3,1,4,4,2,5,5,5,5,2,2,1,3,1,2,3,4,3,2,4,3,4,4,2,3
31,1,"n","none","no","yes","Restaurant",4,"20%",5,4,2,3,3,3,2,2,1,1,2,3,2,4,3,3,2,2,4,2,3,4,5,4,3,3,3,4,1,3,4,4,4,5,4,3,4,3,2,2
31,1,"n","none","no","yes","Government",5,"20%",4,5,3,3,4,4,2,2,2,1,5,2,4,4,4,2,2,2,4,2,5,5,5,5,2,1,2,3,1,3,2,2,4,4,4,4,4,4,2,2
31,1,"n","Bachelors","no","yes","Technology",2,"30%",2,2,2,2,2,2,2,4,4,3,1,2,2,2,2,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,3,2,2,2,2,4,2,1,2,2
31,1,"n","none","no","yes","Teacher",4,"60%",2,1,2,4,2,3,4,4,4,2,3,1,4,2,2,5,2,2,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1
